MatchCode,Format,Week,Time,Player,Result,n_matches,n_wins,n_losses,last_match,Score,weeks_in_league,team_league
AFR2018,AFR,2,2021-07-23T17:07:59Z,Gordon C,Win,8,4,4,FALSE,2-1,6,FALSE
AFR2018,AFR,2,2021-07-23T17:07:59Z,Caleb G,Loss,6,3,3,FALSE,2-1,6,FALSE
AFR2019,AFR,2,2021-07-23T17:18:57Z,Nick L,Win,4,4,0,FALSE,2-1,6,FALSE
AFR2019,AFR,2,2021-07-23T17:18:57Z,Daniel M,Loss,6,3,3,FALSE,2-1,6,FALSE
AFR2020,AFR,2,2021-07-23T17:37:02Z,Breckin B,Win,7,5,2,FALSE,2-0,6,FALSE
AFR2020,AFR,2,2021-07-23T17:37:02Z,John P,Loss,6,2,4,FALSE,2-0,6,FALSE
AFR2021,AFR,2,2021-07-23T17:39:47Z,Caleb G,Win,7,4,3,FALSE,2-0,6,FALSE
AFR2021,AFR,2,2021-07-23T17:39:47Z,Derek G,Loss,7,2,5,FALSE,2-0,6,FALSE
AFR2022,AFR,2,2021-07-23T18:02:24Z,Gordon C,Win,9,5,4,FALSE,2-0,6,FALSE
AFR2022,AFR,2,2021-07-23T18:02:24Z,Derek G,Loss,8,2,6,FALSE,2-0,6,FALSE
AFR2023,AFR,2,2021-07-23T18:31:11Z,Damian S,Win,6,2,4,FALSE,2-0,6,FALSE
AFR2023,AFR,2,2021-07-23T18:31:11Z,Maxime R,Loss,6,5,1,FALSE,2-0,6,FALSE
AFR2024,AFR,2,2021-07-23T19:04:17Z,Maxime R,Win,7,6,1,FALSE,2-1,6,FALSE
AFR2024,AFR,2,2021-07-23T19:04:17Z,Justin P,Loss,6,3,3,FALSE,2-1,6,FALSE
AFR2025,AFR,2,2021-07-23T19:29:56Z,Maxime R,Win,8,7,1,FALSE,2-0,6,FALSE
AFR2025,AFR,2,2021-07-23T19:29:56Z,Zeke W,Loss,7,4,3,FALSE,2-0,6,FALSE
AFR2026,AFR,2,2021-07-23T20:16:15Z,Gordon C,Win,10,6,4,FALSE,2-1,6,FALSE
AFR2026,AFR,2,2021-07-23T20:16:15Z,Zeke W,Loss,8,4,4,FALSE,2-1,6,FALSE
AFR2027,AFR,2,2021-07-23T20:48:26Z,Pierre-Marc D,Win,8,4,4,FALSE,2-1,6,FALSE
AFR2027,AFR,2,2021-07-23T20:48:26Z,Derek G,Loss,9,2,7,TRUE,2-1,6,FALSE
AFR2028,AFR,2,2021-07-23T21:26:27Z,Breckin B,Win,8,6,2,FALSE,2-1,6,FALSE
AFR2028,AFR,2,2021-07-23T21:26:27Z,Damian S,Loss,7,2,5,FALSE,2-1,6,FALSE
AFR2029,AFR,2,2021-07-23T22:05:43Z,Maxime R,Win,9,8,1,FALSE,2-0,6,FALSE
AFR2029,AFR,2,2021-07-23T22:05:43Z,Breckin B,Loss,9,6,3,FALSE,2-0,6,FALSE
AFR2030,AFR,2,2021-07-23T22:16:18Z,John P,Win,7,3,4,FALSE,2-0,6,FALSE
AFR2030,AFR,2,2021-07-23T22:16:18Z,Daniel M,Loss,7,3,4,FALSE,2-0,6,FALSE
AFR2031,AFR,2,2021-07-23T22:40:45Z,Maxime R,Win,10,9,1,FALSE,2-0,6,FALSE
AFR2031,AFR,2,2021-07-23T22:40:45Z,Caleb G,Loss,8,4,4,FALSE,2-0,6,FALSE
AFR2032,AFR,2,2021-07-23T23:19:47Z,Pierre-Marc D,Win,9,5,4,FALSE,2-0,6,FALSE
AFR2032,AFR,2,2021-07-23T23:19:47Z,John P,Loss,8,3,5,FALSE,2-0,6,FALSE
AFR2033,AFR,2,2021-07-24T00:21:05Z,Daniel M,Win,8,4,4,FALSE,2-1,6,FALSE
AFR2033,AFR,2,2021-07-24T00:21:05Z,Jeremy E,Loss,8,3,5,FALSE,2-1,6,FALSE
AFR2034,AFR,2,2021-07-24T00:33:59Z,Breckin B,Win,10,7,3,FALSE,2-0,6,FALSE
AFR2034,AFR,2,2021-07-24T00:33:59Z,Erika P,Loss,9,4,5,FALSE,2-0,6,FALSE
AFR2035,AFR,2,2021-07-24T01:52:44Z,Erika P,Win,10,5,5,FALSE,2-1,6,FALSE
AFR2035,AFR,2,2021-07-24T01:52:44Z,Michael M,Loss,9,3,6,FALSE,2-1,6,FALSE
AFR2036,AFR,2,2021-07-24T02:35:04Z,Justin P,Win,7,4,3,FALSE,2-1,6,FALSE
AFR2036,AFR,2,2021-07-24T02:35:04Z,Michael M,Loss,10,3,7,FALSE,2-1,6,FALSE
AFR2037,AFR,2,2021-07-24T03:26:13Z,Justin P,Win,8,5,3,FALSE,2-0,6,FALSE
AFR2037,AFR,2,2021-07-24T03:26:13Z,Francesco V,Loss,4,2,2,FALSE,2-0,6,FALSE
AFR2038,AFR,2,2021-07-24T10:28:18Z,Eric S,Win,6,2,4,FALSE,2-1,6,FALSE
AFR2038,AFR,2,2021-07-24T10:28:18Z,Chris R,Loss,6,3,3,FALSE,2-1,6,FALSE
AFR2039,AFR,2,2021-07-24T11:16:25Z,Austin C,Win,6,4,2,FALSE,2-1,6,FALSE
AFR2039,AFR,2,2021-07-24T11:16:25Z,Serge T,Loss,6,2,4,FALSE,2-1,6,FALSE
AFR2040,AFR,2,2021-07-24T11:40:08Z,Will M,Win,7,5,2,FALSE,2-1,6,FALSE
AFR2040,AFR,2,2021-07-24T11:40:08Z,Pierre-Marc D,Loss,10,5,5,FALSE,2-1,6,FALSE
AFR2041,AFR,2,2021-07-24T11:49:53Z,David S,Win,7,5,2,FALSE,2-0,6,FALSE
AFR2041,AFR,2,2021-07-24T11:49:53Z,Austin C,Loss,7,4,3,FALSE,2-0,6,FALSE
AFR2042,AFR,2,2021-07-24T12:43:31Z,David S,Win,8,6,2,FALSE,2-0,6,FALSE
AFR2042,AFR,2,2021-07-24T12:43:31Z,Caleb G,Loss,9,4,5,FALSE,2-0,6,FALSE
AFR2043,AFR,2,2021-07-24T14:01:59Z,James B,Win,6,3,3,FALSE,2-0,6,FALSE
AFR2043,AFR,2,2021-07-24T14:01:59Z,David S,Loss,9,6,3,FALSE,2-0,6,FALSE
AFR2044,AFR,2,2021-07-24T15:51:35Z,David S,Win,10,7,3,FALSE,2-0,6,FALSE
AFR2044,AFR,2,2021-07-24T15:51:35Z,Richard K,Loss,7,4,3,FALSE,2-0,6,FALSE
AFR2045,AFR,2,2021-07-24T17:02:06Z,Damian S,Win,8,3,5,FALSE,2-1,6,FALSE
AFR2045,AFR,2,2021-07-24T17:02:06Z,Jeremy E,Loss,9,3,6,FALSE,2-1,6,FALSE
AFR2046,AFR,2,2021-07-24T17:30:15Z,Kevin O,Win,5,3,2,FALSE,2-1,6,FALSE
AFR2046,AFR,2,2021-07-24T17:30:15Z,Ken M,Loss,6,2,4,FALSE,2-1,6,FALSE
AFR2047,AFR,2,2021-07-24T18:47:30Z,Richard K,Win,8,5,3,FALSE,2-1,6,FALSE
AFR2047,AFR,2,2021-07-24T18:47:30Z,Jeremy E,Loss,10,3,7,FALSE,2-1,6,FALSE
AFR2048,AFR,2,2021-07-24T18:50:56Z,Johnny M,Win,6,4,2,FALSE,2-0,6,FALSE
AFR2048,AFR,2,2021-07-24T18:50:56Z,Serge T,Loss,7,2,5,FALSE,2-0,6,FALSE
AFR2049,AFR,2,2021-07-24T20:25:54Z,Ken M,Win,7,3,4,FALSE,2-1,6,FALSE
AFR2049,AFR,2,2021-07-24T20:25:54Z,John P,Loss,9,3,6,FALSE,2-1,6,FALSE
AFR2050,AFR,2,2021-07-24T20:30:50Z,Johnny M,Win,7,5,2,FALSE,2-0,6,FALSE
AFR2050,AFR,2,2021-07-24T20:30:50Z,Rick N,Loss,3,0,3,FALSE,2-0,6,FALSE
AFR2051,AFR,2,2021-07-24T20:55:25Z,Cameron K,Win,4,2,2,FALSE,2-0,6,FALSE
AFR2051,AFR,2,2021-07-24T20:55:25Z,Will M,Loss,8,5,3,FALSE,2-0,6,FALSE
AFR2052,AFR,2,2021-07-24T21:12:29Z,Johnny M,Win,8,6,2,FALSE,2-0,6,FALSE
AFR2052,AFR,2,2021-07-24T21:12:29Z,Cameron K,Loss,5,2,3,FALSE,2-0,6,FALSE
AFR2053,AFR,2,2021-07-24T21:43:58Z,Johnny M,Win,9,7,2,FALSE,2-0,6,FALSE
AFR2053,AFR,2,2021-07-24T21:43:58Z,Duran V,Loss,5,1,4,FALSE,2-0,6,FALSE
AFR2054,AFR,2,2021-07-24T21:50:00Z,John P,Win,10,4,6,FALSE,2-1,6,FALSE
AFR2054,AFR,2,2021-07-24T21:50:00Z,Will M,Loss,9,5,4,FALSE,2-1,6,FALSE
AFR2055,AFR,2,2021-07-24T23:04:06Z,Kelsey D,Win,6,2,4,FALSE,2-1,6,FALSE
AFR2055,AFR,2,2021-07-24T23:04:06Z,Chris Y,Loss,8,4,4,FALSE,2-1,6,FALSE
AFR2056,AFR,2,2021-07-25T00:01:20Z,Cody-Rayce MG,Win,7,3,4,FALSE,2-1,6,FALSE
AFR2056,AFR,2,2021-07-25T00:01:20Z,Duran V,Loss,6,1,5,FALSE,2-1,6,FALSE
AFR2057,AFR,2,2021-07-25T00:48:25Z,Justin P,Win,9,6,3,FALSE,2-1,6,FALSE
AFR2057,AFR,2,2021-07-25T00:48:25Z,Kelsey D,Loss,7,2,5,FALSE,2-1,6,FALSE
AFR2058,AFR,2,2021-07-25T08:48:08Z,Francesco V,Win,5,3,2,FALSE,2-0,6,FALSE
AFR2058,AFR,2,2021-07-25T08:48:08Z,Sean L,Loss,6,2,4,FALSE,2-0,6,FALSE
AFR2059,AFR,2,2021-07-25T09:30:14Z,Kevin O,Win,6,4,2,FALSE,2-1,6,FALSE
AFR2059,AFR,2,2021-07-25T09:30:14Z,Sean L,Loss,7,2,5,FALSE,2-1,6,FALSE
AFR2060,AFR,2,2021-07-25T09:33:33Z,Francesco V,Win,6,4,2,FALSE,2-1,6,FALSE
AFR2060,AFR,2,2021-07-25T09:33:33Z,Lueder L,Loss,6,3,3,FALSE,2-1,6,FALSE
AFR2061,AFR,2,2021-07-25T10:06:51Z,Kevin O,Win,7,5,2,FALSE,2-0,6,FALSE
AFR2061,AFR,2,2021-07-25T10:06:51Z,Lueder L,Loss,7,3,4,FALSE,2-0,6,FALSE
AFR2062,AFR,2,2021-07-25T10:37:16Z,Kelsey D,Win,8,3,5,FALSE,2-1,6,FALSE
AFR2062,AFR,2,2021-07-25T10:37:16Z,Sean L,Loss,8,2,6,FALSE,2-1,6,FALSE
AFR2063,AFR,2,2021-07-25T10:53:32Z,Lueder L,Win,8,4,4,FALSE,2-1,6,FALSE
AFR2063,AFR,2,2021-07-25T10:53:32Z,Chris R,Loss,7,3,4,FALSE,2-1,6,FALSE
AFR2064,AFR,2,2021-07-25T11:41:05Z,Chris R,Win,8,4,4,FALSE,2-0,6,FALSE
AFR2064,AFR,2,2021-07-25T11:41:05Z,Nick L,Loss,5,4,1,FALSE,2-0,6,FALSE
AFR2065,AFR,2,2021-07-25T13:45:14Z,Austin C,Win,8,5,3,FALSE,2-1,6,FALSE
AFR2065,AFR,2,2021-07-25T13:45:14Z,James B,Loss,7,3,4,FALSE,2-1,6,FALSE
AFR2066,AFR,2,2021-07-25T14:21:39Z,Austin C,Win,9,6,3,FALSE,2-0,6,FALSE
AFR2066,AFR,2,2021-07-25T14:21:39Z,Zeke W,Loss,9,4,5,FALSE,2-0,6,FALSE
AFR2067,AFR,2,2021-07-25T14:56:00Z,Kelsey D,Win,9,4,5,FALSE,2-0,6,FALSE
AFR2067,AFR,2,2021-07-25T14:56:00Z,Zeke W,Loss,10,4,6,FALSE,2-0,6,FALSE
AFR2068,AFR,2,2021-07-25T16:58:21Z,Cody-Rayce MG,Win,8,4,4,FALSE,2-1,6,FALSE
AFR2068,AFR,2,2021-07-25T16:58:21Z,Kelsey D,Loss,10,4,6,FALSE,2-1,6,FALSE
AFR2069,AFR,2,2021-07-25T19:31:28Z,Caleb G,Win,10,5,5,FALSE,2-0,6,FALSE
AFR2069,AFR,2,2021-07-25T19:31:28Z,Mitch S,Loss,6,2,4,FALSE,2-0,6,FALSE
AFR2070,AFR,2,2021-07-25T20:32:26Z,Wayne B,Win,6,3,3,FALSE,2-0,6,FALSE
AFR2070,AFR,2,2021-07-25T20:32:26Z,Keith S,Loss,6,3,3,FALSE,2-0,6,FALSE
AFR2071,AFR,2,2021-07-26T07:38:52Z,Tia T,Win,6,5,1,FALSE,2-1,6,FALSE
AFR2071,AFR,2,2021-07-26T07:38:52Z,Zach C,Loss,6,3,3,FALSE,2-1,6,FALSE
AFR2072,AFR,2,2021-07-26T11:39:35Z,Ben A,Win,7,4,3,FALSE,2-0,6,FALSE
AFR2072,AFR,2,2021-07-26T11:39:35Z,Ryan D,Loss,6,3,3,FALSE,2-0,6,FALSE
AFR2073,AFR,2,2021-07-26T12:27:10Z,Cody-Rayce MG,Win,9,5,4,FALSE,2-0,6,FALSE
AFR2073,AFR,2,2021-07-26T12:27:10Z,Ken M,Loss,8,3,5,FALSE,2-0,6,FALSE
AFR2074,AFR,2,2021-07-26T12:46:27Z,Ben A,Win,8,5,3,FALSE,2-1,6,FALSE
AFR2074,AFR,2,2021-07-26T12:46:27Z,Tia T,Loss,7,5,2,FALSE,2-1,6,FALSE
AFR2075,AFR,2,2021-07-26T14:13:43Z,James B,Win,8,4,4,FALSE,2-1,6,FALSE
AFR2075,AFR,2,2021-07-26T14:13:43Z,Ryan D,Loss,7,3,4,FALSE,2-1,6,FALSE
AFR2076,AFR,2,2021-07-26T14:15:32Z,Cody-Rayce MG,Win,10,6,4,FALSE,2-0,6,FALSE
AFR2076,AFR,2,2021-07-26T14:15:32Z,Eric S,Loss,7,2,5,FALSE,2-0,6,FALSE
AFR2077,AFR,2,2021-07-26T15:45:53Z,Damian S,Win,9,4,5,FALSE,2-1,6,FALSE
AFR2077,AFR,2,2021-07-26T15:45:53Z,Chris Y,Loss,9,4,5,FALSE,2-1,6,FALSE
AFR2078,AFR,2,2021-07-26T16:51:05Z,Will M,Win,10,6,4,FALSE,2-1,6,FALSE
AFR2078,AFR,2,2021-07-26T16:51:05Z,Richard K,Loss,9,5,4,FALSE,2-1,6,FALSE
AFR2079,AFR,2,2021-07-26T16:52:52Z,Chris Y,Win,10,5,5,FALSE,2-1,6,FALSE
AFR2079,AFR,2,2021-07-26T16:52:52Z,Eric S,Loss,8,2,6,FALSE,2-1,6,FALSE
AFR2080,AFR,2,2021-07-26T19:03:26Z,Zach C,Win,7,4,3,FALSE,2-0,6,FALSE
AFR2080,AFR,2,2021-07-26T19:03:26Z,Ryan D,Loss,8,3,5,FALSE,2-0,6,FALSE
AFR2081,AFR,2,2021-07-26T20:43:38Z,Bill D,Win,5,4,1,FALSE,2-0,6,FALSE
AFR2081,AFR,2,2021-07-26T20:43:38Z,Evan W,Loss,6,2,4,FALSE,2-0,6,FALSE
AFR2082,AFR,2,2021-07-26T20:45:55Z,Ahu S,Win,6,4,2,FALSE,2-1,6,FALSE
AFR2082,AFR,2,2021-07-26T20:45:55Z,Damian S,Loss,10,4,6,FALSE,2-1,6,FALSE
AFR2083,AFR,2,2021-07-26T21:14:15Z,Chris R,Win,9,5,4,FALSE,2-0,6,FALSE
AFR2083,AFR,2,2021-07-26T21:14:15Z,Raphael T,Loss,3,2,1,FALSE,2-0,6,FALSE
AFR2084,AFR,2,2021-07-26T21:58:13Z,Mitch S,Win,7,3,4,FALSE,2-0,6,FALSE
AFR2084,AFR,2,2021-07-26T21:58:13Z,Chris R,Loss,10,5,5,FALSE,2-0,6,FALSE
AFR2085,AFR,2,2021-07-26T22:23:28Z,Zach C,Win,8,5,3,FALSE,2-1,6,FALSE
AFR2085,AFR,2,2021-07-26T22:23:28Z,Raphael T,Loss,4,2,2,FALSE,2-1,6,FALSE
AFR2086,AFR,2,2021-07-26T22:26:11Z,Johnny M,Win,10,8,2,FALSE,2-1,6,FALSE
AFR2086,AFR,2,2021-07-26T22:26:11Z,Ahu S,Loss,7,4,3,FALSE,2-1,6,FALSE
AFR2087,AFR,2,2021-07-26T23:13:04Z,Mitch S,Win,8,4,4,FALSE,2-0,6,FALSE
AFR2087,AFR,2,2021-07-26T23:13:04Z,Sylvain T,Loss,6,2,4,FALSE,2-0,6,FALSE
AFR2088,AFR,2,2021-07-27T11:06:33Z,Ben A,Win,9,6,3,FALSE,2-1,6,FALSE
AFR2088,AFR,2,2021-07-27T11:06:33Z,Trevor H,Loss,7,0,7,FALSE,2-1,6,FALSE
AFR2089,AFR,2,2021-07-27T11:30:33Z,Trevor H,Win,8,1,7,FALSE,2-0,6,FALSE
AFR2089,AFR,2,2021-07-27T11:30:33Z,Tia T,Loss,8,5,3,FALSE,2-0,6,FALSE
AFR2090,AFR,2,2021-07-27T12:10:57Z,Jesse R,Win,6,4,2,FALSE,2-0,6,FALSE
AFR2090,AFR,2,2021-07-27T12:10:57Z,Ahu S,Loss,8,4,4,FALSE,2-0,6,FALSE
AFR2091,AFR,2,2021-07-27T13:19:18Z,Tia T,Win,9,6,3,FALSE,2-1,6,FALSE
AFR2091,AFR,2,2021-07-27T13:19:18Z,Francesco V,Loss,7,4,3,FALSE,2-1,6,FALSE
AFR2092,AFR,2,2021-07-27T16:39:30Z,Bill D,Win,6,5,1,FALSE,2-0,6,FALSE
AFR2092,AFR,2,2021-07-27T16:39:30Z,Nick L,Loss,6,4,2,FALSE,2-0,6,FALSE
AFR2093,AFR,2,2021-07-27T17:19:20Z,Ahu S,Win,9,5,4,FALSE,2-1,6,FALSE
AFR2093,AFR,2,2021-07-27T17:19:20Z,Nick L,Loss,7,4,3,FALSE,2-1,6,FALSE
AFR2094,AFR,2,2021-07-27T18:29:33Z,Nick L,Win,8,5,3,FALSE,2-1,6,FALSE
AFR2094,AFR,2,2021-07-27T18:29:33Z,Jesse R,Loss,7,4,3,FALSE,2-1,6,FALSE
AFR2095,AFR,2,2021-07-27T19:50:43Z,Daniel M,Win,9,5,4,FALSE,2-0,6,FALSE
AFR2095,AFR,2,2021-07-27T19:50:43Z,Ahu S,Loss,10,5,5,FALSE,2-0,6,FALSE
AFR2096,AFR,2,2021-07-27T20:36:32Z,Daniel M,Win,10,6,4,FALSE,2-1,6,FALSE
AFR2096,AFR,2,2021-07-27T20:36:32Z,Ryan D,Loss,9,3,6,FALSE,2-1,6,FALSE
AFR2097,AFR,2,2021-07-27T20:44:33Z,Brice C,Win,6,3,3,FALSE,2-0,6,FALSE
AFR2097,AFR,2,2021-07-27T20:44:33Z,Wayne B,Loss,7,3,4,FALSE,2-0,6,FALSE
AFR2098,AFR,2,2021-07-28T00:29:15Z,Evan W,Win,7,3,4,FALSE,2-0,6,FALSE
AFR2098,AFR,2,2021-07-28T00:29:15Z,Nick L,Loss,9,5,4,FALSE,2-0,6,FALSE
AFR2099,AFR,2,2021-07-28T09:36:37Z,Nick L,Win,10,6,4,FALSE,2-1,6,FALSE
AFR2099,AFR,2,2021-07-28T09:36:37Z,Keith S,Loss,7,3,4,FALSE,2-1,6,FALSE
AFR2100,AFR,2,2021-07-28T10:11:11Z,Ben A,Win,10,7,3,FALSE,2-1,6,FALSE
AFR2100,AFR,2,2021-07-28T10:11:11Z,Keith S,Loss,8,3,5,FALSE,2-1,6,FALSE
AFR2101,AFR,2,2021-07-28T11:00:56Z,Tia T,Win,10,7,3,FALSE,2-1,6,FALSE
AFR2101,AFR,2,2021-07-28T11:00:56Z,Keith S,Loss,9,3,6,FALSE,2-1,6,FALSE
AFR2102,AFR,2,2021-07-28T11:33:44Z,Jesse R,Win,8,5,3,FALSE,2-1,6,FALSE
AFR2102,AFR,2,2021-07-28T11:33:44Z,Jake B,Loss,7,3,4,TRUE,2-1,6,FALSE
AFR2103,AFR,2,2021-07-28T15:02:20Z,Duran V,Win,7,2,5,FALSE,2-0,6,FALSE
AFR2103,AFR,2,2021-07-28T15:02:20Z,Angus M,Loss,7,2,5,FALSE,2-0,6,FALSE
AFR2104,AFR,2,2021-07-28T18:20:51Z,Keith S,Win,10,4,6,FALSE,2-0,6,FALSE
AFR2104,AFR,2,2021-07-28T18:20:51Z,Brice C,Loss,7,3,4,FALSE,2-0,6,FALSE
AFR2105,AFR,2,2021-07-28T21:12:27Z,Duran V,Win,8,3,5,FALSE,2-0,6,FALSE
AFR2105,AFR,2,2021-07-28T21:12:27Z,Eric S,Loss,9,2,7,FALSE,2-0,6,FALSE
AFR2106,AFR,2,2021-07-28T22:32:05Z,Justin P,Win,10,7,3,FALSE,2-0,6,FALSE
AFR2106,AFR,2,2021-07-28T22:32:05Z,Raphael T,Loss,5,2,3,TRUE,2-0,6,FALSE
AFR2107,AFR,2,2021-07-28T23:01:57Z,Jesse R,Win,9,6,3,FALSE,2-0,6,FALSE
AFR2107,AFR,2,2021-07-28T23:01:57Z,Bill D,Loss,7,5,2,FALSE,2-0,6,FALSE
AFR2108,AFR,2,2021-07-29T00:48:08Z,Evan W,Win,8,4,4,FALSE,2-0,6,FALSE
AFR2108,AFR,2,2021-07-29T00:48:08Z,Sean L,Loss,9,2,7,FALSE,2-0,6,FALSE
AFR2109,AFR,2,2021-07-29T12:09:03Z,Cameron K,Win,6,3,3,FALSE,2-0,6,FALSE
AFR2109,AFR,2,2021-07-29T12:09:03Z,Ryan D,Loss,10,3,7,FALSE,2-0,6,FALSE
AFR2110,AFR,2,2021-07-29T12:35:23Z,Richard K,Win,10,6,4,FALSE,2-0,6,FALSE
AFR2110,AFR,2,2021-07-29T12:35:23Z,Cameron K,Loss,7,3,4,FALSE,2-0,6,FALSE
AFR2111,AFR,2,2021-07-29T13:30:43Z,Trevor H,Win,9,2,7,FALSE,2-1,6,FALSE
AFR2111,AFR,2,2021-07-29T13:30:43Z,Kevin O,Loss,8,5,3,FALSE,2-1,6,FALSE
AFR2112,AFR,2,2021-07-29T15:10:54Z,RIck N,Win,3,3,0,FALSE,2-0,6,FALSE
AFR2112,AFR,2,2021-07-29T15:10:54Z,Eric S,Loss,10,2,8,FALSE,2-0,6,FALSE
AFR2113,AFR,2,2021-07-29T16:18:08Z,Zach C,Win,9,6,3,FALSE,2-0,6,FALSE
AFR2113,AFR,2,2021-07-29T16:18:08Z,Rick N,Loss,4,0,4,TRUE,2-0,6,FALSE
AFR2114,AFR,2,2021-07-29T17:17:14Z,RIck N,Win,4,4,0,TRUE,2-0,6,FALSE
AFR2114,AFR,2,2021-07-29T17:17:14Z,Serge T,Loss,8,2,6,FALSE,2-0,6,FALSE
AFR2115,AFR,2,2021-07-29T18:00:03Z,Francesco V,Win,8,5,3,FALSE,2-1,6,FALSE
AFR2115,AFR,2,2021-07-29T18:00:03Z,Duran V,Loss,9,3,6,FALSE,2-1,6,FALSE
AFR2116,AFR,2,2021-07-29T18:12:11Z,Bill D,Win,8,6,2,FALSE,2-1,6,FALSE
AFR2116,AFR,2,2021-07-29T18:12:11Z,Wayne B,Loss,8,3,5,FALSE,2-1,6,FALSE
AFR2117,AFR,2,2021-07-29T19:25:46Z,Evan W,Win,9,5,4,FALSE,2-0,6,FALSE
AFR2117,AFR,2,2021-07-29T19:25:46Z,Wayne B,Loss,9,3,6,FALSE,2-0,6,FALSE
AFR2118,AFR,2,2021-07-29T20:03:40Z,Zach C,Win,10,7,3,FALSE,2-0,6,FALSE
AFR2118,AFR,2,2021-07-29T20:03:40Z,Paul S,Loss,5,1,4,FALSE,2-0,6,FALSE
AFR2119,AFR,2,2021-07-29T20:04:31Z,Angus M,Win,8,3,5,FALSE,2-1,6,FALSE
AFR2119,AFR,2,2021-07-29T20:04:31Z,Ken M,Loss,9,3,6,FALSE,2-1,6,FALSE
AFR2120,AFR,2,2021-07-29T20:21:29Z,Matthew S,Win,5,2,3,FALSE,2-0,6,FALSE
AFR2120,AFR,2,2021-07-29T20:21:29Z,Evan W,Loss,10,5,5,FALSE,2-0,6,FALSE
AFR2121,AFR,2,2021-07-29T20:30:07Z,Brice C,Win,8,4,4,FALSE,2-0,6,FALSE
AFR2121,AFR,2,2021-07-29T20:30:07Z,Angus M,Loss,9,3,6,FALSE,2-0,6,FALSE
AFR2122,AFR,2,2021-07-29T20:55:45Z,Matthew S,Win,6,3,3,FALSE,2-1,6,FALSE
AFR2122,AFR,2,2021-07-29T20:55:45Z,Bill D,Loss,9,6,3,FALSE,2-1,6,FALSE
AFR2123,AFR,2,2021-07-29T21:37:34Z,Kevin O,Win,9,6,3,FALSE,2-1,6,FALSE
AFR2123,AFR,2,2021-07-29T21:37:34Z,Matthew S,Loss,7,3,4,FALSE,2-1,6,FALSE
AFR2124,AFR,2,2021-07-29T22:08:00Z,Kevin O,Win,10,7,3,FALSE,2-1,6,FALSE
AFR2124,AFR,2,2021-07-29T22:08:00Z,Brice C,Loss,9,4,5,FALSE,2-1,6,FALSE
AFR2125,AFR,2,2021-07-29T22:26:39Z,Brice C,Win,10,5,5,FALSE,2-0,6,FALSE
AFR2125,AFR,2,2021-07-29T22:26:39Z,Alex L,Loss,6,4,2,FALSE,2-0,6,FALSE
AFR2126,AFR,2,2021-07-29T22:27:43Z,Matthew S,Win,8,4,4,FALSE,2-0,6,FALSE
AFR2126,AFR,2,2021-07-29T22:27:43Z,Paul S,Loss,6,1,5,TRUE,2-0,6,FALSE
AFR2127,AFR,2,2021-07-29T23:18:27Z,Alex L,Win,7,5,2,TRUE,2-1,6,FALSE
AFR2127,AFR,2,2021-07-29T23:18:27Z,Mitch S,Loss,9,4,5,FALSE,2-1,6,FALSE
AFR2128,AFR,2,2021-07-29T23:56:03Z,Austin C,Win,10,7,3,FALSE,2-1,6,FALSE
AFR2128,AFR,2,2021-07-29T23:56:03Z,Sylvain T,Loss,7,2,5,FALSE,2-1,6,FALSE
AFR2129,AFR,2,2021-07-30T09:40:02Z,Jesse R,Win,10,7,3,FALSE,2-1,6,FALSE
AFR2129,AFR,2,2021-07-30T09:40:02Z,Sylvain T,Loss,8,2,6,FALSE,2-1,6,FALSE
AFR2130,AFR,2,2021-07-30T09:53:59Z,Cameron K,Win,8,4,4,FALSE,2-1,6,FALSE
AFR2130,AFR,2,2021-07-30T09:53:59Z,Duran V,Loss,10,3,7,FALSE,2-1,6,FALSE
AFR3001,AFR,3,2021-07-30T10:23:46Z,Patrick M,Win,11,7,4,FALSE,2-0,6,FALSE
AFR3001,AFR,3,2021-07-30T10:23:46Z,Nick L,Loss,11,6,5,FALSE,2-0,6,FALSE
AFR3002,AFR,3,2021-07-30T10:50:50Z,Johnny M,Win,11,9,2,FALSE,2-1,6,FALSE
AFR3002,AFR,3,2021-07-30T10:50:50Z,Pierre-Marc D,Loss,11,5,6,FALSE,2-1,6,FALSE
AFR3003,AFR,3,2021-07-30T11:37:38Z,Pierre-Marc D,Win,12,6,6,FALSE,2-1,6,FALSE
AFR3003,AFR,3,2021-07-30T11:37:38Z,Patrick M,Loss,12,7,5,FALSE,2-1,6,FALSE
AFR3004,AFR,3,2021-07-30T11:38:51Z,Chris Y,Win,11,6,5,FALSE,2-1,6,FALSE
AFR3004,AFR,3,2021-07-30T11:38:51Z,Tia T,Loss,11,7,4,FALSE,2-1,6,FALSE
AFR3005,AFR,3,2021-07-30T12:12:12Z,Gordon C,Win,11,7,4,FALSE,2-1,6,FALSE
AFR3005,AFR,3,2021-07-30T12:12:12Z,Nick L,Loss,12,6,6,FALSE,2-1,6,FALSE
AFR3006,AFR,3,2021-07-30T12:17:22Z,Chris Y,Win,12,7,5,FALSE,2-1,6,FALSE
AFR3006,AFR,3,2021-07-30T12:17:22Z,Johnny M,Loss,12,9,3,FALSE,2-1,6,FALSE
AFR3007,AFR,3,2021-07-30T12:46:23Z,Duran V,Win,11,4,7,FALSE,2-1,6,FALSE
AFR3007,AFR,3,2021-07-30T12:46:23Z,Evan W,Loss,11,5,6,FALSE,2-1,6,FALSE
